chirp_mass,symmetric_mass_ratio,spin_1z,spin_2z,Luminosity distance,tc,phic,iota,ra,declination,Polarization
28.86952284805873,0.1818083075023522,0.4516069897680131,0.8990035744900942,471.0212317008547,0.5830911338022965,0.7762879175838405,0.8202220852517969,2.2145804226821078,1.4115067521187052,0.7662702853820851
28.806460648136454,0.08030987154363572,-0.4321506743566547,-0.29567285357827106,470.74248172203465,-1.1325120130706046,0.9956290306748702,1.0169229507695512,0.3731096145055554,0.45610177274565766,0.45378745248823205
28.342251002530528,0.04759146736482758,-0.19518597845330726,-0.22148547495509324,470.26896119049024,-0.8741193003062024,0.5205302939832374,1.214805879383062,2.3439254981462354,-0.05439670771476235,0.8163432613086118
26.322121458119344,0.18700929217279538,-0.34269887737954524,0.38981366922113764,469.48679176772924,-0.01568575870263297,0.7117745541623222,0.5239471422875115,1.5407507938260045,2.011920211652118,0.11192256069044282
28.778110914767247,0.14256170225023046,0.9904506573147349,-0.6330041883596167,468.77622370731694,-0.06002181700202749,0.2887748939353401,2.349906922666671,0.40216314923355717,0.6693870400884969,1.1205097278334553
28.58421324581571,0.04084648246623662,0.6537049694124295,0.29980412910763193,468.95894950602684,-0.19483686967217953,1.122048961647849,0.6329135480238078,0.8001125590296199,1.6320032642347098,1.7723270945737006
28.343904779727463,0.2398538132545459,0.22770486957103242,0.8253610742932185,471.0524131459087,-2.0815620513500326,2.7683385489812604,0.0484320716425275,2.166954367573394,0.875797132545484,1.8749762670805763
27.10023397120881,0.2221106882386415,-0.8660417064110213,0.3113442147083346,470.512083137597,-0.2144929601449109,0.2849589650825364,1.282956768270594,1.0677936228643297,1.547610053252072,1.4510514569501374
26.750531093338836,0.2036522973762746,0.7421576531874343,0.4405205778850184,469.02071874540513,-0.19888373266421874,1.0827696230571304,1.401845710671819,1.1537628076551827,0.29735496674917156,0.5678578347216238
27.14055586486328,0.11002919331000591,0.7744197852238601,0.3811251368565217,470.4160155529822,-0.7815509318756189,0.5796885314834708,0.2440018951743247,0.2528205380477625,0.3821046311819907,1.6192975641855405
28.355225146531275,0.03018884510599662,0.10578449340181595,0.754626963474758,469.98274775050726,-0.9923675947442984,1.0396479723091316,0.1248907663974973,0.9399277907656152,0.30633966110307814,0.3346521079677745
26.674376949801687,0.24782045668453434,0.6265646973163064,0.23071489018220348,471.44245627013805,0.6001056522386489,1.138493105788485,0.8170244369873829,0.741192159773777,1.2131655428097046,2.031061346020379
29.654200053455483,0.20165903733178933,0.22844405130483902,0.8085870153924212,470.17028023281716,1.4430944857895134,1.3281632493204951,1.2086555025552306,1.5379800228115545,-0.26700257907823444,0.8563976575400988
27.820323231757946,0.2218943901198988,-0.6181814915686805,0.290082996122412,471.0338470409649,-1.5697374733211917,0.6202368149249552,1.6435939944060718,0.6275015463008935,0.7184555418560726,0.3278101180952129
25.9985626268178,0.22717720797313132,0.9827984310983942,0.20108141227824342,470.44910485534956,-0.5067150312066369,0.41104363647272,0.5722527257046259,0.5575760783353719,-0.23629057424571664,0.5887866698398841
28.542650335147513,0.144244645811343,0.26281947381966764,-0.6433051865680908,469.4655104011437,1.2706233291395888,0.8848658671220081,0.3449693780875114,3.1820324460211644,1.233549293517241,1.1207136330760297
29.67545349798732,0.06406324291515247,-0.5645422608158712,-0.8510871224050769,470.014993873171,0.4387069901677649,0.7043287198010114,1.8522127726015234,0.3315469372590801,2.2640376748397077,0.46940877871026854
27.599844569155664,0.03248958437328181,0.27658575692787046,-0.09982099071003991,472.04911022034963,-0.5544679996487707,0.5920371489418563,2.8270020822636557,0.5328072831496166,0.5521693348236715,1.7268918618912794
27.902043752098084,0.2354331934588889,0.4466443762633975,0.8346686896180946,470.4037082240199,0.5558147036036943,1.1836915148944585,0.05288427640273874,2.1465670965941595,0.7077434769964199,0.5335734075038565
26.95570610628945,0.042841408709932194,0.9100088918904972,-0.2574851476419144,469.55642361012514,-0.30376927583799396,0.2472955316704571,0.7025049389016483,1.175825914601882,-0.3469380213215578,1.4399187783553684
27.077962060455192,0.19338687553688466,-0.8517698529193993,-0.7188223021754876,471.04266165028184,1.0875317583191042,0.3366306508427678,2.1794325627379942,1.627558756743992,1.8392371322145622,1.1806657623594794
27.937654170920965,0.1639023525927208,0.6277784041838114,0.5721836279380932,469.5118294573596,0.6268326961834509,0.45728620406870296,1.7486832560291723,0.5868409748328327,0.27609576738747177,0.6171881119779179
28.90178745715539,0.1578599811536951,-0.6102649125955193,-0.8184178217140647,471.1312225604519,-0.6282871973971852,2.1100059211194524,1.8108147585773398,0.8689662794019054,1.6136724944900407,1.640041911974921
28.2915192212553,0.24671454576347082,0.3422542467004841,-0.4407143525438875,469.4745102754623,-0.17121846532230175,0.7550567859114892,2.197484265343464,1.726074501508245,0.7875669312700228,0.003435759958568152
28.73640413390306,0.1342667704132831,-0.6623094005105645,-0.1522552357951258,470.58666875885314,1.6366677872882764,0.3846717879414889,0.5297375388684794,0.39018439200061056,0.7558658620004238,0.3028656751709307
27.382778712770666,0.18139439403577323,-0.7452319663226492,0.1117376803066771,470.46586610119556,0.5460345196617673,0.16126738417465702,1.662445932280074,0.3975545765893867,1.0738539267715599,0.5445278096358799
27.950472141771815,0.16588051799866538,0.26920026702513966,0.8560580050292153,469.5509364266162,0.04643244860804121,0.5296436846706433,1.7114899856814598,1.8352775124513965,1.2432880448499117,0.9606705903548542
29.43032637705266,0.07650552062338598,0.6744977691783578,-0.05696893145530635,472.32747489125677,2.021824266753985,1.116564818202473,0.18670360594510083,3.08019018342939,0.5124518283348611,0.36729749935156003
28.043918500977966,0.2110851975207001,-0.7048201862613002,0.7187906828059372,470.4780767123254,-0.5152495656031149,0.9421613600571255,0.7550430770088745,1.0711377749207696,2.2369434819783054,2.8720459924967794
28.403618611542708,0.18888579144117684,0.8495898064054019,0.34104933056359654,469.3482297279045,-0.8029532718590109,0.6019547659366143,1.311922921288687,0.8333172130266061,1.910637591882918,2.1697542380989594
